Date,AAPL,SP500,NASDAQ
2021-01-01,130.7924346923828,3714.239990234375,13070.6904296875
2021-02-01,120.18710327148438,3811.14990234375,13192.349609375
2021-03-01,121.25013732910156,3972.889892578125,13246.8701171875
2021-04-01,130.49156188964844,4181.169921875,13962.6796875
2021-05-01,123.6920166015625,4204.10986328125,13748.740234375
2021-06-01,136.1819610595703,4297.5,14503.9501953125
2021-07-01,145.03138732910156,4395.259765625,14672.6796875
2021-08-01,150.96749877929688,4522.68017578125,15259.240234375
2021-09-01,140.906982421875,4307.5400390625,14448.580078125
2021-10-01,149.1721954345703,4605.3798828125,15498.3896484375
2021-11-01,164.60723876953125,4567.0,15537.6904296875
2021-12-01,177.08387756347656,4766.18017578125,15644.9697265625
2022-01-01,174.30149841308594,4515.5498046875,14239.8798828125
2022-02-01,164.66795349121094,4373.93994140625,13751.400390625
2022-03-01,174.3538360595703,4530.41015625,14220.51953125
2022-04-01,157.418701171875,4131.93017578125,12334.6396484375
2022-05-01,148.6216278076172,4132.14990234375,12081.3896484375
2022-06-01,137.44000244140625,3821.550048828125,11181.5400390625
